,Invoice_#,Clerk,SKU,Name,Quantity,Net_Price,Total_Sale,COGS,Profit,Margin,Tender
10945,99825A,06,670036," 4"" ABS COUPLING",5.0,5.99,29.95,12.4,17.55,58.6,"CHA-191
"
10946,99825A,06,671076," 4"" PVC WYE",1.0,7.99,7.99,3.95,4.04,50.6,"CHA-191
"
10947,99825A,06,671060," 4"" PVC 22 ELBOW",2.0,5.99,11.98,5.32,6.66,55.6,"CHA-191
"
10948,99825A,06,671052," 4"" PVC 45 ELBOW",5.0,4.99,24.95,12.15,12.8,51.3,"CHA-191
"
10949,99825A,06,671020," 4"" PVC COUPLING",3.0,3.99,11.97,4.35,7.62,63.7,"CHA-191
"
10950,99831A,06,670008," 2"" ABS PIPE BY THE FOOT",12.0,2.39,28.68,15.12,13.56,47.3,"CHA-NATURAL
"
10951,99831A,06,670031," 2"" ABS COUPLING",3.0,1.59,4.77,1.8,2.97,62.3,"CHA-NATURAL
"
10952,99831A,06,670218," 2"" ABS 90",5.0,2.19,10.95,5.35,5.6,51.1,"CHA-NATURAL
"
10953,99831A,06,670178," 2"" ABS 45",4.0,1.99,7.96,3.68,4.28,53.8,"CHA-NATURAL
"
10954,99855B,06,1798396,"3/4"" 24GA 10' GALV ALLRO",1.0,4.99,4.99,2.25,2.74,54.9,Visa
10955,99860B,06,69701,"3/4"" EASYGRIP COUP",2.0,8.99,17.98,9.06,8.92,49.6,"CHA-0346
"
10956,99860B,06,69704,"3/4"" EASYGRIP X FIP COUP",1.0,7.79,7.79,3.32,4.47,57.4,"CHA-0346
"
10957,99860B,06,69719,"3/4"" EASYGRIP CAP",2.0,5.99,11.98,5.88,6.1,50.9,"CHA-0346
"
10958,99860B,06,69718,"1/2"" EASYGRIP CAP",2.0,4.99,9.98,4.98,5.0,50.1,"CHA-0346
"
10959,99860B,06,69703,"1/2"" EASYGRIP X FIP COUP",1.0,5.99,5.99,2.52,3.47,57.9,"CHA-0346
"
10960,99860B,06,678316, TEFLON TAPE WHITE,1.0,0.89,0.89,0.34,0.55,61.8,"CHA-0346
"
10961,99860B,06,676004," 3/4"" MIP BOILER DRAIN",1.0,9.99,9.99,3.4,6.59,66.0,"CHA-0346
"
10962,99860B,06,673404," 3/4"" PVC PIPE SCHD 40 PE",20.0,1.89,37.8,14.8,23.0,60.8,"CHA-0346
"
10963,99880A,41,678316, TEFLON TAPE WHITE,1.0,0.89,0.89,0.34,0.55,61.8,Cash
10964,99903B,06,673404," 3/4"" PVC PIPE SCHD 40 PE",-20.0,-1.89,-37.8,-14.8,-23.0, -60.8,"CHA-0346
"
10965,99903B,06,673746," 3/4"" PEX PIPE PER FOOT",20.0,0.99,19.8,12.6,7.2,36.4,"CHA-0346
"
10966,99932A,41,408237, RAINWAVE PAIR QUICK CONN,1.0,3.99,3.99,1.96,2.03,50.9,Visa
10967,99932A,41,2260, FAUCET X HOSE ADAPTER KI,1.0,6.99,6.99,3.76,3.23,46.2,Visa
10968,99937A,41,217,1 3/16X1 7/16X1/8 O-RING,1.0,0.99,0.99,0.21,0.78,78.8,Visa
10969,99937A,41,216,1 1/8X1 3/8X1/8 O-RINGS,1.0,0.99,0.99,0.2,0.79,79.8,Visa
10970,99938B,06,335546," 1"" PIPE INSULATION 36""",2.0,1.89,3.78,1.82,1.96,51.9,Mastercard
10971,99938B,06,686622," 3"" X 4"" DUCT INCREASER",1.0,17.99,17.99,9.45,8.54,47.5,Mastercard
10972,99938B,06,EL4,"4"" DUCT 90 ELBOW",2.0,4.99,9.98,5.08,4.9,49.1,Mastercard
10973,99938B,06,RAB3104,"4"" 3X10 DUCT ANGLE BOOT",1.0,11.99,11.99,6.4,5.59,46.6,Mastercard
10974,99950B,23,688404, PS2297 CAMEO REPAIR KIT,1.0,2.19,2.19,1.29,0.9,41.1,Visa
10975,99950B,23,670020," 1 1/4"" ABS COUPLING",1.0,1.99,1.99,0.87,1.12,56.3,Visa
10976,99950B,23,670438," 1 1/4"" ABS TRAP ADAPTER",1.0,3.39,3.39,1.71,1.68,49.6,Visa
10977,99955B,77,0528142,"1/4"" SS HOSE CLAMP 6-16M",1.0,0.891,0.89,0.38,0.51,57.3,Mastercard
10978,99955B,77,0528143,"3/8"" SS HOSE CLAMP 8-22M",1.0,1.341,1.34,0.4,0.94,70.1,Mastercard
10979,99965B,23,689111," 3"" X 60"" HEATING DUCT",1.0,14.99,14.99,7.65,7.34,49.0,Debit
10980,99965B,23,2126433,STOP VALVE HANDLE,1.0,1.29,1.29,0.59,0.7,54.3,Debit
10981,99971B,06,670534," 1 1/2"" ABS P TRAP UNION",1.0,4.941,4.94,2.56,2.38,48.2,Cash
10982,99971B,06,670179," 1 1/2"" ABS 90 SHORT",2.0,1.521,3.04,1.32,1.72,56.6,Cash
10983,99975B,23,4932604,"4"" X 4"" FLEX DONUT FERNC",1.0,5.391,5.39,2.51,2.88,53.4,Debit
10984,99983B,41,LC4362," 1/2"" HANDY TUBING CUTTER",1.0,35.99,35.99,22.65,13.34,37.1,"CHA-658
"
10985,99983B,41,69718,"1/2"" EASYGRIP CAP",5.0,4.99,24.95,12.45,12.5,50.1,"CHA-658
"
10986,99996B,82,8030007,"1/2"" PEX WATER HAMMER",4.0,23.391,93.56,54.2,39.36,42.1,Mastercard
10990,00510B,77,134BLDRIP,"1 3/4"" BLACK DRIPCAP",2.0,15.59,31.18,10.68,20.5,65.7,"CHA-665
"
10991,00675B,23,33BLANGLE,3x3 BLACK ANGLE FLASHING,1.0,10.99,10.99,6.3,4.69,42.7,"CHA-1156
"
10992,00697B,77,102-0725," 1 1/4"" WHITE DRIPCAP",7.0,14.49,101.43,61.25,40.18,39.6,"CHA-0467
"
10993,00697B,77,PSS-4IN,PROTECTO SUPER STICK SW,2.0,49.99,99.98,60.8,39.18,39.2,"CHA-0467
"
10994,00843B,23,STS-7,SANDED GROUT SNOW WHITE,2.0,17.991,35.98,23.5,12.48,34.7,Visa
10995,00945B,23,EPDM24100,"EPDM 24"" PER FOOT",6.0,4.99,29.94,15.0,14.94,49.9,"CHA-388
"
10996,00963B,06,HYDRA-SCRUB,HYDRA-SCRUB SPONGE,2.0,5.99,11.98,5.9,6.08,50.8,"CHA-191
"
10997,90398B,23,COL9," 9"" COL ROLL FLASHING BY",50.0,2.04,102.0,64.0,38.0,37.3,"CHA-0760
"
10998,90467B,06,102-0735," 1 1/2"" WHITE DRIPCAP",1.0,14.99,14.99,9.1,5.89,39.3,"CHA-138
"
10999,90702A,06,EPDM24100,"EPDM 24"" PER FOOT",3.0,4.99,14.97,7.5,7.47,49.9,"CHA-FAWKES
"
11000,90786B,23,EPDM24100,"EPDM 24"" PER FOOT",1.0,4.99,4.99,2.5,2.49,49.9,"CHA-699
"
11001,90843B,23,30MIN,TARPAPER 30 MINUTE ROLL,1.0,29.95,29.95,25.05,4.9,16.4,"CHA-97
"
11002,90847B,23,0374126,"2""X3"" TYPE A ELBOW WHITE",8.0,4.29,34.32,17.12,17.2,50.1,Debit
11003,90887B,06,102-0735," 1 1/2"" WHITE DRIPCAP",8.0,14.99,119.92,72.8,47.12,39.3,"CHA-1156
"
11004,90887B,06,102-0755," 2"" WHITE DRIPCAP",2.0,16.19,32.38,19.6,12.78,39.5,"CHA-1156
"
11005,90929B,66,CROSS-18," 1/8"" TILE SPACERS",1.0,2.511,2.51,1.39,1.12,44.6,Mastercard
11006,91066B,41,2BLDRIP,"2"" BLACK DRIPCAP",5.0,16.19,80.95,49.0,31.95,39.5,"CHA-1024
"
11007,91107B,23,251013," 2""x3"" TYPE A ELBOW BLACK",1.0,4.29,4.29,2.13,2.16,50.3,Debit
11008,91107B,23,374120, 2x3-10' ALUM DOWNPIPE BR,1.0,20.29,20.29,13.55,6.74,33.2,Debit
11009,91185B,23,44WHANGLE,4x4 WHITE ANGLE FLASHING,1.0,10.99,10.99,8.5,2.49,22.7,Visa
11010,91219A,06,102-0725," 1 1/4"" WHITE DRIPCAP",1.0,14.49,14.49,8.75,5.74,39.6,Debit
11011,91327B,41,2BLVSV," 2""X8' BLACK VINYL SOFFIT",1.0,5.99,5.99,3.92,2.07,34.6,"CHA-0471
"
11012,91417A,41,60MIN,TARPAPER 60 MINUTE 300SF,1.0,27.95,27.95,20.32,7.63,27.3,"CHA-945
"
11013,91496B,06,3WHDRIP,"3"" WHITE DRIPCAP",1.0,18.49,18.49,11.2,7.29,39.4,"CHA-0184
"
11014,91598A,41,78BLDRIP," 7/8"" BLACK DRIPCAP",1.0,13.29,13.29,8.04,5.25,39.5,Visa
11015,91598A,41,30MIN,TARPAPER 30 MINUTE ROLL,1.0,29.95,29.95,25.05,4.9,16.4,Visa
11016,91598A,41,212013, 2x3-10' ALUM DOWNPIPE BL,1.0,21.95,21.95,14.96,6.99,31.8,Visa
11017,91667B,82,60MIN,TARPAPER 60 MINUTE 300SF,1.0,27.95,27.95,20.32,7.63,27.3,Mastercard
11018,92074A,06,102-0755," 2"" WHITE DRIPCAP",1.0,16.19,16.19,9.8,6.39,39.5,Visa
11019,92074A,06,102-0745," 1 3/4"" WHITE DRIPCAP",1.0,15.59,15.59,9.45,6.14,39.4,Visa
11020,92074A,06,22WHANGLE,2x2 10' WHITE OUTSIDE AN,2.0,10.99,21.98,12.6,9.38,42.7,Visa
11021,92276B,06,APC-1L, ACRYLPRO CERAMIC TILE AD,1.0,15.99,15.99,7.32,8.67,54.2,"CHA-6578425
"
11022,92283A,77,COL6," 6"" COL ROLL FLASHING BY",2.0,1.99,3.98,1.92,2.06,51.8,Visa
11023,92363B,23,33BRANGLE,3x3 BROWN ANGLE FLASHING,1.0,10.99,10.99,6.3,4.69,42.7,Mastercard
11024,92423B,23,STSP25, SPEEDSET MORTAR 25lbs,1.0,29.99,29.99,20.52,9.47,31.6,Cash
11025,92476B,06,PSS-4IN,PROTECTO SUPER STICK SW,2.0,49.99,99.98,60.8,39.18,39.2,"CHA-1156
"
11026,92775B,06,102-0725," 1 1/4"" WHITE DRIPCAP",1.0,14.49,14.49,8.75,5.74,39.6,"CHA-620
"
11027,92920B,06,COL6," 6"" COL ROLL FLASHING BY",10.0,1.99,19.9,9.6,10.3,51.8,Cash
11028,92978A,06,90ROLL, 90# ROLLED ROOFING,2.0,89.95,179.9,113.74,66.16,36.8,Cash
11029,93240B,23,7/8WHDRIP,"7/8"" WHITE DRIPCAP",1.0,13.29,13.29,8.05,5.24,39.4,Visa
11030,93297B,23,2BLVSV," 2""X8' BLACK VINYL SOFFIT",5.0,5.99,29.95,19.6,10.35,34.6,"CHA-0471
"
11031,93305A,41,CHAS-7, SANDED GROUT CHARCOAL,1.0,16.59,16.59,8.37,8.22,49.5,Mastercard
11032,93453B,41,2BLDRIP,"2"" BLACK DRIPCAP",1.0,16.19,16.19,9.8,6.39,39.5,"CHA-1024
"
11033,93869B,41,2WHVSV," 2""X8' WHITE VINYL SOFFIT",3.0,5.99,17.97,9.72,8.25,45.9,"CHA-1156
"
11034,94175B,06,30MIN,TARPAPER 30 MINUTE ROLL,1.0,29.95,29.95,25.05,4.9,16.4,"CHA-1317
"
11035,94445B,41,22WHANGLE,2x2 10' WHITE OUTSIDE AN,1.0,10.99,10.99,6.3,4.69,42.7,Cash
11036,94453B,23,LINS7,SANDED GROUT LINEN,1.0,19.99,19.99,10.4,9.59,48.0,"CHA-FORTCON
"
11037,94462B,06,102-0735," 1 1/2"" WHITE DRIPCAP",6.0,14.99,89.94,54.6,35.34,39.3,"CHA-VAPRO
"
11038,94548B,66,SBD-1,WHITE NONSANDED GROUT 1L,1.0,7.191,7.19,4.25,2.94,40.9,Mastercard
11039,94835B,66,CT-ACID,SULFAMIC ACID CLEANER,1.0,12.99,12.99,6.17,6.82,52.5,Visa
11040,94905B,06,78BLDRIP," 7/8"" BLACK DRIPCAP",2.0,13.29,26.58,16.08,10.5,39.5,"CHA-492
"
11041,95685A,06,2WHVSV," 2""X8' WHITE VINYL SOFFIT",2.0,5.99,11.98,6.48,5.5,45.9,"CHA-1206
"
11042,96035B,06,VB50, THINSET VERSABOND GREY 5,5.0,21.99,109.95,69.95,40.0,36.4,"CHA-0477
"
11043,96329B,41,NGS7, SANDED GROUT NATURAL GRE,1.0,19.99,19.99,11.75,8.24,41.2,Cash
11044,96450B,23,CROSS-18," 1/8"" TILE SPACERS",2.0,2.511,5.02,2.78,2.24,44.6,Visa
11045,96524B,06,VB50, THINSET VERSABOND GREY 5,6.0,21.99,131.94,83.94,48.0,36.4,"CHA-0477
"
11046,96554B,98,102-0725," 1 1/4"" WHITE DRIPCAP",1.0,14.49,14.49,8.75,5.74,39.6,Visa
11047,96554B,98,102-0735," 1 1/2"" WHITE DRIPCAP",1.0,14.99,14.99,9.1,5.89,39.3,Visa
11048,96663B,66,101-0705," 7/8"" BROWN DRIPCAP",1.0,13.29,13.29,8.05,5.24,39.4,Cash
11049,96708A,41,CROSS-116,"1/16"" TILE SPACERS",1.0,2.99,2.99,1.59,1.4,46.8,Mastercard
11050,96720B,06,PSS-6IN,PROTECTO SUPER STICK SW,1.0,69.29,69.29,46.21,23.08,33.3,"CHA-61
"
11051,97154B,23,PSS-4IN,PROTECTO SUPER STICK SW,4.0,49.99,199.96,121.6,78.36,39.2,"CHA-699
"
11052,97228B,66,102-0735," 1 1/2"" WHITE DRIPCAP",2.0,14.99,29.98,18.2,11.78,39.3,"CHA-VAPRO
"
11053,97618B,82,374122, 2x3-10' ALUM DOWNPIPE WH,1.0,21.95,21.95,14.76,7.19,32.8,Debit
11054,97908B,23,VB50, THINSET VERSABOND GREY 5,2.0,21.99,43.98,27.98,16.0,36.4,"CHA-0477
"
11055,98079B,06,CROSS-18," 1/8"" TILE SPACERS",1.0,2.79,2.79,1.39,1.4,50.2,Visa
11056,98120B,77,102-0735," 1 1/2"" WHITE DRIPCAP",1.0,14.99,14.99,9.1,5.89,39.3,"CHA-0116
"
11057,98121B,77,102-0735," 1 1/2"" WHITE DRIPCAP",-1.0,-14.99,-14.99,-9.1,-5.89, -39.3,"CHA-0116
"
11058,98126B,77,102-0735," 1 1/2"" WHITE DRIPCAP",1.0,14.99,14.99,9.1,5.89,39.3,"CHA-0116
"
11059,98293A,06,HYDRA-SCRUB,HYDRA-SCRUB SPONGE,1.0,5.391,5.39,2.95,2.44,45.3,Visa
11060,98338B,06,WHDFLASH," 1 3/4""x10' WHITE DECK FL",1.0,10.99,10.99,6.3,4.69,42.7,Visa
11061,98540B,23,212BLDRIP,"2 1/2"" BLACK DRIPCAP",1.0,17.39,17.39,7.32,10.07,57.9,Visa
11062,98581A,41,214BLDRIP,"2 1/4"" BLACK DRIPCAP",1.0,16.79,16.79,5.48,11.31,67.4,"CHA-507
"
11063,98596B,41,CROSS-18," 1/8"" TILE SPACERS",1.0,2.79,2.79,1.39,1.4,50.2,Visa
11064,98600B,06,0374254,"2""x3"" DOWNPIPE STRAP BRO",2.0,1.521,3.04,1.56,1.48,48.7,Debit
11065,98659B,06,102-0735," 1 1/2"" WHITE DRIPCAP",3.0,14.99,44.97,27.3,17.67,39.3,Cash
11066,98786B,23,60MIN,TARPAPER 60 MINUTE 300SF,2.0,27.95,55.9,40.64,15.26,27.3,"CHA-1022
"
11067,98872A,06,HYDRA-SCRUB,HYDRA-SCRUB SPONGE,4.0,5.99,23.96,11.8,12.16,50.8,"CHA-138
"
11068,98916B,06,102-0735," 1 1/2"" WHITE DRIPCAP",1.0,14.99,14.99,9.1,5.89,39.3,"CHA-0527
"
11069,99145B,23,VB50, THINSET VERSABOND GREY 5,6.0,21.99,131.94,83.94,48.0,36.4,"CHA-0477
"
11070,99214B,06,VB50, THINSET VERSABOND GREY 5,2.0,21.99,43.98,27.98,16.0,36.4,"CHA-364
"
11071,99241B,23,22BLANGLE,2X2 10' BLACK OUTSIDE AN,1.0,10.99,10.99,3.99,7.0,63.7,"CHA-1156
"
11072,99555B,23,30MIN,TARPAPER 30 MINUTE ROLL,1.0,29.95,29.95,25.05,4.9,16.4,"CHA-1364
"
11073,99592A,41,PSS-6IN,PROTECTO SUPER STICK SW,1.0,69.29,69.29,46.21,23.08,33.3,Mastercard
11074,99613A,23,HYDRA-SCRUB,HYDRA-SCRUB SPONGE,1.0,5.99,5.99,2.95,3.04,50.8,"CHA-TRIOCEA
"
11075,99693B,23,44BLANGLE,4x4 BLACK ANGLE FLASHING,1.0,14.99,14.99,6.98,8.01,53.4,"CHA-1156
"
11079,00002B,82,330L, VISIBULL LARGE GLOVE,2.0,8.091,16.18,7.8,8.38,51.8,Visa
11080,00061A,41,320M, BLUE CHIP MEDIUM GLOVES,1.0,5.99,5.99,2.15,3.84,64.1,"CHA-740
"
11081,00130A,41,006M, DAYTONA M BLACK,1.0,22.491,22.49,13.55,8.94,39.8,Visa
11082,00419B,06,320M, BLUE CHIP MEDIUM GLOVES,4.0,5.391,21.56,8.6,12.96,60.1,Cash
11083,00419B,06,320L, BLUE CHIP LARGE GLOVES,1.0,5.391,5.39,2.08,3.31,61.4,Cash
11084,00430B,23,006-XL, WORK ARMOUR GLOVES WATSO,1.0,22.491,22.49,13.55,8.94,39.8,Mastercard
11085,00530B,06,FTR249, LEVEL#1 FIRST AID KIT,1.0,169.99,169.99,106.18,63.81,37.5,"CHA-138
"
11086,00531B,77,RMU098, KN95 DISPOS MASK 10/PK,1.0,19.99,19.99,10.86,9.13,45.7,Visa
11087,00620B,06,QB2HYG, SOFT BANDED HEARING PROT,2.0,12.99,25.98,13.36,12.62,48.6,"CHA-0792
"
11088,00807B,77,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,Mastercard
11089,00807B,77,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11090,00807B,77,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11091,00826B,06,006-XL, WORK ARMOUR GLOVES WATSO,1.0,24.99,24.99,13.55,11.44,45.8,"CHA-405
"
11092,00826B,06,KD112,SAFETY GLASSES BLACK LEN,1.0,8.99,8.99,4.79,4.2,46.7,"CHA-405
"
11093,00832B,06,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,Mastercard
11094,00832B,06,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11095,00832B,06,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11096,00841B,06,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,"CHA-1243
"
11097,00969B,23,KD110,SAFETY GLASSES CLEAR LEN,3.0,8.99,26.97,12.3,14.67,54.4,"CHA-61
"
11098,01053B,77,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Cash
11099,01053B,77,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Cash
11100,90226B,23,5555PFL,8MIL GREASE MONKEY LARGE,1.0,29.99,29.99,16.95,13.04,43.5,"CHA-0217
"
11101,90286A,06,639277650900, TOOL BENCH MASKS 4 PACK,1.0,2.99,2.99,1.5,1.49,49.8,"CHA-1188
"
11102,90292B,06,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,"CHA-492
"
11103,90292B,06,EF1,ECO FEE 100ML TO 250ML P,2.0,0.35,0.7,0.7,0.0, 0.0,"CHA-492
"
11104,90450B,98,1047042,WATERPROOF GLOVES LARGE,1.0,11.99,11.99,6.2,5.79,48.3,"CHA-ALCHEMY
"
11105,90519B,82,2300N95,2300N95 RESPIRATOR BOX,-1.0,-69.99,-69.99,-46.03,-23.96, -34.2,"CHA-191
"
11106,90520B,23,2300N95,2300N95 RESPIRATOR BOX,1.0,69.99,69.99,46.03,23.96,34.2,"CHA-61
"
11107,90647B,41,5553PFL,15MIL GREASE MONKEY LARG,1.0,32.99,32.99,16.95,16.04,48.6,Cash
11108,90677A,06,390M, STEALTH ORIGINAL MEDIUM,2.0,3.591,7.18,4.1,3.08,42.9,Debit
11109,90749B,23,4310397,3M SAFETY GLASSES 4 PACK,1.0,24.99,24.99,12.63,12.36,49.5,Mastercard
11110,90749B,23,RMU098, KN95 DISPOS MASK 10/PK,1.0,19.99,19.99,10.86,9.13,45.7,Mastercard
11111,90771B,06,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Cash
11112,90771B,06,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Cash
11113,90812B,41,5555PFXL, 8MIL GREASE MONKEY XL,1.0,26.991,26.99,16.95,10.04,37.2,Debit
11114,90816B,41,1046317,SHOWA#330 XL GLOVE,1.0,8.99,8.99,3.17,5.82,64.7,"CHA-364
"
11115,90816B,41,2300N95,2300N95 RESPIRATOR BOX,1.0,69.99,69.99,46.03,23.96,34.2,"CHA-364
"
11116,90842B,23,LASERLITE,LASER LITE CORDLESS PLUG,10.0,0.69,6.9,3.4,3.5,50.7,"CHA-97
"
11117,90853B,98,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11118,90853B,98,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11119,90973B,23,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,"CHA-0782
"
11120,90973B,23,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,"CHA-0782
"
11121,91128B,23,396X6-L,STEALTH LITE ARTILLERY L,1.0,13.99,13.99,6.75,7.24,51.8,"CHA-0527
"
11122,91238B,23,RMD003L,LARGE HALFMASK RESPIRATO,1.0,39.99,39.99,19.52,20.47,51.2,"CHA-0346
"
11123,91238B,23,MP7580P100, P100 PARTICULATE FILTER,1.0,19.99,19.99,12.58,7.41,37.1,"CHA-0346
"
11124,91255B,06,RMD003L,LARGE HALFMASK RESPIRATO,1.0,39.99,39.99,19.52,20.47,51.2,"CHA-0346
"
11125,91255B,06,MP7580P100, P100 PARTICULATE FILTER,1.0,19.99,19.99,12.58,7.41,37.1,"CHA-0346
"
11126,91258B,23,396X6-L,STEALTH LITE ARTILLERY L,1.0,13.99,13.99,6.75,7.24,51.8,"CHA-699
"
11127,91266B,23,639277650900, TOOL BENCH MASKS 4 PACK,2.0,2.99,5.98,3.0,2.98,49.8,Cash
11128,91312B,41,1047042,WATERPROOF GLOVES LARGE,1.0,10.791,10.79,6.2,4.59,42.5,Debit
11129,91353B,23,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,"CHA-418
"
11130,91360A,41,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Visa
11131,91360A,41,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Visa
11132,91373A,41,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11133,91373A,41,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
11134,91424B,06,396X6-L,STEALTH LITE ARTILLERY L,1.0,13.99,13.99,6.75,7.24,51.8,"CHA-61
"
11135,91456B,66,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-0936
"
11136,91456B,66,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-0936
"
11137,91487A,41,MP7580P100, P100 PARTICULATE FILTER,2.0,19.99,39.98,25.16,14.82,37.1,"CHA-VARIANT
"
11138,91699B,82,ALCOHOL,RUBBING ALCOHOL,1.0,2.99,2.99,1.5,1.49,49.8,"CHA-FAWKES
"
11139,91708A,41,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,"CHA-658
"
11140,91708A,41,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-658
"
11141,91708A,41,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-658
"
11142,91708A,41,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-658
"
11143,91708A,41,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-658
"
11144,91784B,82,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,Debit
11145,91784B,82,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11146,91784B,82,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11147,91875B,66,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,Visa
11148,91949B,66,MASK, DISP.FILTER MASK 2200N95,2.0,3.99,7.98,4.08,3.9,48.9,Mastercard
11149,92054B,06,4114609,3M 8210+ N95 RESPIRATOR,1.0,42.99,42.99,22.01,20.98,48.8,"CHA-492
"
11150,92112A,23,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11151,92112A,23,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11152,92338B,66,3550597,TYVEK COVERALL LARGE NO,1.0,14.391,14.39,8.03,6.36,44.2,Debit
11153,92399B,06,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-0609
"
11154,92404B,06,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-191
"
11155,92404B,06,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-191
"
11156,92408B,66,V1020951S,SAFETY VEST PIONEER ORAN,1.0,18.171,18.17,9.06,9.11,50.1,Visa
11157,92540B,23,ESFENCE,4'X50' ECONO SNOW FENCE-,1.0,24.99,24.99,12.0,12.99,52.0,"CHA-48
"
11158,92542B,23,ESFENCE,4'X50' ECONO SNOW FENCE-,-1.0,-24.99,-24.99,-12.0,-12.99, -52.0,"CHA-48
"
11159,92543B,06,ESFENCE,4'X50' ECONO SNOW FENCE-,1.0,24.99,24.99,12.0,12.99,52.0,"CHA-48
"
11160,92552B,06,4114609,3M 8210+ N95 RESPIRATOR,1.0,42.99,42.99,22.01,20.98,48.8,"CHA-0346
"
11161,92634B,06,OX-S483909, WATERPROOF FOAM LATEX TH,1.0,15.99,15.99,6.59,9.4,58.8,"CHA-0527
"
11162,92634B,06,390L, STEALTH ORIGINAL LARGE G,1.0,3.99,3.99,2.05,1.94,48.6,"CHA-0527
"
11163,92975A,06,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11164,92975A,06,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11165,92975A,06,EF1,ECO FEE 100ML TO 250ML P,1.0,0.35,0.35,0.35,0.0, 0.0,Debit
11166,92975A,06,WARNING., DUNBAR LUMBER NOT LIABLE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11167,92975A,06,WARNING..., READ LABEL BEFORE USE,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
11168,93028A,82,104XL,MEAN MOTHER XL GLOVES,1.0,7.99,7.99,3.72,4.27,53.4,Visa
